timestamp,shopper_id,action,row,col,details
10:01,1,ENTERED,h,8,"profile=browser gender=female age=adult speed=1 plan=[Tops, Jeans, Stockings, Hats & Handbags, Underwear, Skirts & Dresses, Pants]"
10:01,1,MOVING,g,8,→ Tops
10:02,1,MOVING,g,9,→ Tops
10:03,1,ARRIVED_SECTION,g,10,Tops
10:04,1,BROWSING,g,10,Tops
10:05,1,BROWSING,g,10,Tops
10:06,1,BROWSING,g,10,Tops
10:07,1,BROWSING,g,10,Tops
10:08,1,BROWSING,g,10,Tops
10:09,1,BROWSING,g,10,Tops
10:10,1,PICKED_ITEM,g,10,Tops
10:11,1,MOVING,g,9,→ Jeans
10:12,2,ENTERED,h,8,"profile=indecisive gender=female age=senior speed=1 plan=[Skirts & Dresses, Stockings, Underwear, Jeans, Pants, Tops, Hats & Handbags]"
10:12,1,PAUSED,g,9,→ Jeans
10:12,2,MOVING,h,9,→ Skirts & Dresses
10:13,1,PAUSED,g,9,→ Jeans
10:13,2,MOVING,h,10,→ Skirts & Dresses
10:14,1,MOVING,g,8,→ Jeans
10:14,2,MOVING,h,11,→ Skirts & Dresses
10:15,1,MOVING,g,7,→ Jeans
10:15,2,MOVING,h,12,→ Skirts & Dresses
10:16,1,MOVING,g,6,→ Jeans
10:16,2,ARRIVED_SECTION,h,13,Skirts & Dresses
10:17,1,MOVING,g,5,→ Jeans
10:17,2,BROWSING,h,13,Skirts & Dresses
10:18,1,MOVING,g,4,→ Jeans
10:18,2,BROWSING,h,13,Skirts & Dresses
10:19,1,ARRIVED_SECTION,g,3,Jeans
10:19,2,BROWSING,h,13,Skirts & Dresses
10:20,1,BROWSING,g,3,Jeans
10:20,2,BROWSING,h,13,Skirts & Dresses
10:21,1,BROWSING,g,3,Jeans
10:21,2,BROWSING,h,13,Skirts & Dresses
10:22,1,BROWSING,g,3,Jeans
10:22,2,BROWSING,h,13,Skirts & Dresses
10:23,1,BROWSING,g,3,Jeans
10:23,2,BROWSING,h,13,Skirts & Dresses
10:24,3,ENTERED,h,8,"profile=regular gender=male age=adult speed=1 plan=[Underwear, Stockings]"
10:24,1,BROWSING,g,3,Jeans
10:24,2,BROWSING,h,13,Skirts & Dresses
10:24,3,MOVING,g,8,→ Underwear
10:25,1,BROWSING,g,3,Jeans
10:25,2,BROWSING,h,13,Skirts & Dresses
10:25,3,MOVING,f,8,→ Underwear
10:26,1,BROWSING,g,3,Jeans
10:26,2,BROWSING,h,13,Skirts & Dresses
10:26,3,MOVING,e,8,→ Underwear
10:27,1,BROWSING,g,3,Jeans
10:27,2,BROWSING,h,13,Skirts & Dresses
10:27,3,MOVING,d,8,→ Underwear
10:28,1,BROWSING,g,3,Jeans
10:28,2,BROWSING,h,13,Skirts & Dresses
10:28,3,MOVING,d,7,→ Underwear
10:29,1,BROWSING,g,3,Jeans
10:29,2,NO_PICK,h,13,Skirts & Dresses
10:29,3,MOVING,d,6,→ Underwear
10:30,1,BROWSING,g,3,Jeans
10:30,2,MOVING,h,12,→ Stockings
10:30,3,MOVING,c,6,→ Underwear
10:31,4,ENTERED,h,8,profile=quick_buyer gender=female age=adult speed=3 plan=[Pants]
10:31,1,BROWSING,g,3,Jeans
10:31,2,MOVING,h,11,→ Stockings
10:31,3,MOVING,b,6,→ Underwear
10:31,4,MOVING,f,7,→ Pants
10:32,1,BROWSING,g,3,Jeans
10:32,2,MOVING,h,10,→ Stockings
10:32,3,PAUSED,b,6,→ Underwear
10:32,4,ARRIVED_SECTION,f,6,Pants
10:33,1,BROWSING,g,3,Jeans
10:33,2,MOVING,g,10,→ Stockings
10:33,3,PAUSED,b,6,→ Underwear
10:33,4,BROWSING,f,6,Pants
10:34,1,BROWSING,g,3,Jeans
10:34,2,MOVING,g,9,→ Stockings
10:34,3,PAUSED,b,6,→ Underwear
10:34,4,BROWSING,f,6,Pants
10:35,1,BROWSING,g,3,Jeans
10:35,2,PAUSED,g,9,→ Stockings
10:35,3,PAUSED,b,6,→ Underwear
10:35,4,BROWSING,f,6,Pants
10:36,1,PICKED_ITEM,g,3,Jeans
10:36,2,PAUSED,g,9,→ Stockings
10:36,3,MOVING,b,5,→ Underwear
10:36,4,BROWSING,f,6,Pants
10:37,1,MOVING,f,3,→ Stockings
10:37,2,PAUSED,g,9,→ Stockings
10:37,3,MOVING,b,4,→ Underwear
10:37,4,BROWSING,f,6,Pants
10:38,1,MOVING,e,3,→ Stockings
10:38,2,PAUSED,g,9,→ Stockings
10:38,3,ARRIVED_SECTION,b,3,Underwear
10:38,4,BROWSING,f,6,Pants
10:39,1,ARRIVED_SECTION,d,3,Stockings
10:39,2,MOVING,g,8,→ Stockings
10:39,3,BROWSING,b,3,Underwear
10:39,4,PICKED_ITEM,f,6,Pants
10:39,4,HEADING,f,6,fitting room
10:40,1,BROWSING,d,3,Stockings
10:40,2,MOVING,g,7,→ Stockings
10:40,3,BROWSING,b,3,Underwear
10:40,4,MOVING,c,6,→ fitting room
10:41,1,BROWSING,d,3,Stockings
10:41,2,MOVING,g,6,→ Stockings
10:41,3,BROWSING,b,3,Underwear
10:41,4,MOVING,a,7,→ fitting room
10:42,5,ENTERED,h,8,"profile=regular gender=male age=senior speed=1 plan=[Stockings, Pants]"
10:42,1,BROWSING,d,3,Stockings
10:42,2,MOVING,g,5,→ Stockings
10:42,3,PICKED_ITEM,b,3,Underwear
10:42,4,MOVING,a,10,→ fitting room
10:42,5,MOVING,g,8,→ Stockings
10:43,1,BROWSING,d,3,Stockings
10:43,2,MOVING,g,4,→ Stockings
10:43,3,ARRIVED_SECTION,c,3,Stockings
10:43,4,ARRIVED_FITTING_AREA,a,12,1 item(s)
10:43,5,MOVING,g,7,→ Stockings
10:44,1,BROWSING,d,3,Stockings
10:44,2,MOVING,f,4,→ Stockings
10:44,3,BROWSING,c,3,Stockings
10:44,4,ENTERED_FITTING,a,12,"1 item(s) to try on, waited 0 ticks"
10:44,5,MOVING,g,6,→ Stockings
10:45,1,BROWSING,d,3,Stockings
10:45,2,MOVING,e,4,→ Stockings
10:45,3,BROWSING,c,3,Stockings
10:45,4,IN_FITTING,a,12,1/12 min
10:45,5,MOVING,g,5,→ Stockings
10:46,1,BROWSING,d,3,Stockings
10:46,2,MOVING,d,4,→ Stockings
10:46,3,BROWSING,c,3,Stockings
10:46,4,IN_FITTING,a,12,2/12 min
10:46,5,MOVING,g,4,→ Stockings
10:47,1,BROWSING,d,3,Stockings
10:47,2,ARRIVED_SECTION,d,3,Stockings
10:47,3,BROWSING,c,3,Stockings
10:47,4,IN_FITTING,a,12,3/12 min
10:47,5,PAUSED,g,4,→ Stockings
10:48,6,ENTERED,h,8,"profile=browser gender=male age=young speed=2 plan=[Hats & Handbags, Pants, Stockings, Jeans, Tops, Skirts & Dresses]"
10:48,1,BROWSING,d,3,Stockings
10:48,2,BROWSING,d,3,Stockings
10:48,3,BROWSING,c,3,Stockings
10:48,4,IN_FITTING,a,12,4/12 min
10:48,5,PAUSED,g,4,→ Stockings
10:48,6,MOVING,f,8,→ Hats & Handbags
10:49,1,BROWSING,d,3,Stockings
10:49,2,BROWSING,d,3,Stockings
10:49,3,BROWSING,c,3,Stockings
10:49,4,IN_FITTING,a,12,5/12 min
10:49,5,PAUSED,g,4,→ Stockings
10:49,6,MOVING,e,9,→ Hats & Handbags
10:50,1,BROWSING,d,3,Stockings
10:50,2,BROWSING,d,3,Stockings
10:50,3,BROWSING,c,3,Stockings
10:50,4,IN_FITTING,a,12,6/12 min
10:50,5,MOVING,f,4,→ Stockings
10:50,6,MOVING,e,11,→ Hats & Handbags
10:51,1,BROWSING,d,3,Stockings
10:51,2,BROWSING,d,3,Stockings
10:51,3,PICKED_ITEM,c,3,Stockings
10:51,3,HEADING,c,3,checkout
10:51,4,IN_FITTING,a,12,7/12 min
10:51,5,MOVING,e,4,→ Stockings
10:51,6,MOVING,e,13,→ Hats & Handbags
10:52,1,BROWSING,d,3,Stockings
10:52,2,BROWSING,d,3,Stockings
10:52,3,MOVING,b,3,→ checkout
10:52,4,IN_FITTING,a,12,8/12 min
10:52,5,MOVING,d,4,→ Stockings
10:52,6,ARRIVED_SECTION,d,13,Hats & Handbags
10:53,1,BROWSING,d,3,Stockings
10:53,2,BROWSING,d,3,Stockings
10:53,3,MOVING,b,4,→ checkout
10:53,4,IN_FITTING,a,12,9/12 min
10:53,5,ARRIVED_SECTION,d,3,Stockings
10:53,6,BROWSING,d,13,Hats & Handbags
10:54,1,NO_PICK,d,3,Stockings
10:54,2,BROWSING,d,3,Stockings
10:54,3,PAUSED,b,4,→ checkout
10:54,4,IN_FITTING,a,12,10/12 min
10:54,5,BROWSING,d,3,Stockings
10:54,6,BROWSING,d,13,Hats & Handbags
10:55,1,MOVING,c,3,→ Hats & Handbags
10:55,2,BROWSING,d,3,Stockings
10:55,3,PAUSED,b,4,→ checkout
10:55,4,IN_FITTING,a,12,11/12 min
10:55,5,BROWSING,d,3,Stockings
10:55,6,BROWSING,d,13,Hats & Handbags
10:56,1,MOVING,b,3,→ Hats & Handbags
10:56,2,BROWSING,d,3,Stockings
10:56,3,MOVING,b,5,→ checkout
10:56,4,LEFT_FITTING,a,12,keeping=1
10:56,4,HEADING,a,12,checkout
10:56,5,PICKED_ITEM,d,3,Stockings
10:56,6,BROWSING,d,13,Hats & Handbags
10:57,1,MOVING,b,4,→ Hats & Handbags
10:57,2,BROWSING,d,3,Stockings
10:57,3,MOVING,b,6,→ checkout
10:57,4,MOVING,b,10,→ checkout
10:57,5,ARRIVED_SECTION,d,4,Pants
10:57,6,NO_PICK,d,13,Hats & Handbags
10:58,1,MOVING,b,5,→ Hats & Handbags
10:58,2,BROWSING,d,3,Stockings
10:58,3,MOVING,b,7,→ checkout
10:58,4,JOINED_QUEUE,b,9,"position #1, 1 item(s)"
10:58,5,BROWSING,d,4,Pants
10:58,6,MOVING,e,12,→ Pants
10:59,4,CHECKOUT_CALLED,b,9,lane 1
10:59,1,MOVING,b,6,→ Hats & Handbags
10:59,2,BROWSING,d,3,Stockings
10:59,3,MOVING,b,8,→ checkout
10:59,4,AT_CHECKOUT,b,9,1/5 min
10:59,5,BROWSING,d,4,Pants
10:59,6,MOVING,e,10,→ Pants
11:00,1,MOVING,b,7,→ Hats & Handbags
11:00,2,BROWSING,d,3,Stockings
11:00,3,JOINED_QUEUE,b,9,"position #2, 2 item(s)"
11:00,4,AT_CHECKOUT,b,9,2/5 min
11:00,5,BROWSING,d,4,Pants
11:00,6,MOVING,e,8,→ Pants
11:01,7,ENTERED,h,8,"profile=browser gender=male age=adult speed=1 plan=[Tops, Underwear, Hats & Handbags, Jeans, Skirts & Dresses, Pants]"
11:01,3,CHECKOUT_CALLED,b,9,lane 2
11:01,1,MOVING,b,8,→ Hats & Handbags
11:01,2,BROWSING,d,3,Stockings
11:01,3,AT_CHECKOUT,b,9,1/9 min
11:01,4,AT_CHECKOUT,b,9,3/5 min
11:01,5,BROWSING,d,4,Pants
11:01,6,ARRIVED_SECTION,e,6,Pants
11:01,7,MOVING,g,8,→ Tops
11:02,1,MOVING,b,9,→ Hats & Handbags
11:02,2,BROWSING,d,3,Stockings
11:02,3,AT_CHECKOUT,b,9,2/9 min
11:02,4,AT_CHECKOUT,b,9,4/5 min
11:02,5,BROWSING,d,4,Pants
11:02,6,BROWSING,e,6,Pants
11:02,7,MOVING,g,9,→ Tops
11:03,1,MOVING,b,10,→ Hats & Handbags
11:03,2,BROWSING,d,3,Stockings
11:03,3,AT_CHECKOUT,b,9,3/9 min
11:03,4,PURCHASED,b,9,1 item(s): Pants
11:03,5,BROWSING,d,4,Pants
11:03,6,BROWSING,e,6,Pants
11:03,7,ARRIVED_SECTION,g,10,Tops
11:04,1,MOVING,b,11,→ Hats & Handbags
11:04,2,BROWSING,d,3,Stockings
11:04,3,AT_CHECKOUT,b,9,4/9 min
11:04,4,MOVING,e,9,→ exit
11:04,5,BROWSING,d,4,Pants
11:04,6,BROWSING,e,6,Pants
11:04,7,BROWSING,g,10,Tops
11:05,1,MOVING,b,12,→ Hats & Handbags
11:05,2,BROWSING,d,3,Stockings
11:05,3,AT_CHECKOUT,b,9,5/9 min
11:05,4,MOVING,h,9,→ exit
11:05,5,PUT_BACK_SHELF,d,4,Pants
11:05,5,HEADING,d,4,fitting room
11:05,6,BROWSING,e,6,Pants
11:05,7,BROWSING,g,10,Tops
11:06,1,MOVING,b,13,→ Hats & Handbags
11:06,2,BROWSING,d,3,Stockings
11:06,3,AT_CHECKOUT,b,9,6/9 min
11:06,4,EXITED,h,8,
11:06,5,MOVING,c,4,→ fitting room
11:06,6,BROWSING,e,6,Pants
11:06,7,BROWSING,g,10,Tops
11:07,1,ARRIVED_SECTION,c,13,Hats & Handbags
11:07,2,BROWSING,d,3,Stockings
11:07,3,AT_CHECKOUT,b,9,7/9 min
11:07,5,PAUSED,c,4,→ fitting room
11:07,6,BROWSING,e,6,Pants
11:07,7,BROWSING,g,10,Tops
11:08,1,BROWSING,c,13,Hats & Handbags
11:08,2,BROWSING,d,3,Stockings
11:08,3,AT_CHECKOUT,b,9,8/9 min
11:08,5,PAUSED,c,4,→ fitting room
11:08,6,BROWSING,e,6,Pants
11:08,7,BROWSING,g,10,Tops
11:09,1,BROWSING,c,13,Hats & Handbags
11:09,2,BROWSING,d,3,Stockings
11:09,3,PURCHASED,b,9,"2 item(s): Underwear, Stockings"
11:09,5,PAUSED,c,4,→ fitting room
11:09,6,BROWSING,e,6,Pants
11:09,7,BROWSING,g,10,Tops
11:10,1,BROWSING,c,13,Hats & Handbags
11:10,2,BROWSING,d,3,Stockings
11:10,3,MOVING,c,9,→ exit
11:10,5,PAUSED,c,4,→ fitting room
11:10,6,PUT_BACK_SHELF,e,6,Pants
11:10,7,BROWSING,g,10,Tops
11:11,1,BROWSING,c,13,Hats & Handbags
11:11,2,BROWSING,d,3,Stockings
11:11,3,MOVING,d,9,→ exit
11:11,5,MOVING,b,4,→ fitting room
11:11,6,MOVING,c,6,→ Stockings
11:11,7,BROWSING,g,10,Tops
11:12,1,BROWSING,c,13,Hats & Handbags
11:12,2,BROWSING,d,3,Stockings
11:12,3,MOVING,e,9,→ exit
11:12,5,MOVING,a,4,→ fitting room
11:12,6,MOVING,b,5,→ Stockings
11:12,7,BROWSING,g,10,Tops
11:13,1,BROWSING,c,13,Hats & Handbags
11:13,2,NO_PICK,d,3,Stockings
11:13,3,MOVING,f,9,→ exit
11:13,5,MOVING,a,5,→ fitting room
11:13,6,MOVING,c,4,→ Stockings
11:13,7,BROWSING,g,10,Tops
11:14,8,ENTERED,h,8,"profile=regular gender=male age=young speed=3 plan=[Underwear, Tops, Stockings, Jeans]"
11:14,1,BROWSING,c,13,Hats & Handbags
11:14,2,MOVING,c,3,→ Underwear
11:14,3,MOVING,g,9,→ exit
11:14,5,MOVING,a,6,→ fitting room
11:14,6,PAUSED,c,4,→ Stockings
11:14,7,NO_PICK,g,10,Tops
11:14,8,MOVING,e,8,→ Underwear
11:15,9,ENTERED,h,8,"profile=browser gender=male age=adult speed=1 plan=[Hats & Handbags, Stockings, Jeans, Tops, Underwear]"
11:15,1,BROWSING,c,13,Hats & Handbags
11:15,2,ARRIVED_SECTION,b,3,Underwear
11:15,3,MOVING,h,9,→ exit
11:15,5,MOVING,a,7,→ fitting room
11:15,6,PAUSED,c,4,→ Stockings
11:15,7,MOVING,f,10,→ Underwear
11:15,8,MOVING,d,6,→ Underwear
11:15,9,MOVING,g,8,→ Hats & Handbags
11:16,10,ENTERED,h,8,"profile=regular gender=female age=adult speed=1 plan=[Jeans, Pants, Hats & Handbags, Skirts & Dresses]"
